subset,difference
all,0.001414889762237248
all,0.005609112465238764
all,0.0019508475404489412
all,0.0010772202056620328
all,0.002661414627724068
all,0.0015914720188364706
all,-0.00039533480524145403
all,0.00013804551047258418
all,-0.00023586940770714548
all,0.0009814326399926188
all,0.0005382195322446437
all,0.0026914911369013694
all,0.0008925554920550249
all,-0.0010651173521500912
all,0.001186120420636927
all,-0.0015215172380284026
all,-0.002188195738087262
all,-0.00015141589965861346
all,0.0002498300476601045
all,-0.0006592555011429857
all,0.0009147207450727057
all,0.001998275192099941
all,0.0007667524011497617
all,-0.0010024211860959475
all,-0.0024831991698287537
all,-0.002639626917222526
all,0.00012765803457381875
all,-0.0002139766381021868
all,0.00236470280591794
all,-0.001129319582013899
all,5.397268734008698e-05
all,-0.0006035622746375369
all,0.00014078066826883617
all,1.4200580606971158e-06
all,-0.000791866469776803
all,0.0019571335447243765
all,0.004092806468691146
all,0.00024172004548095316
all,-0.0017873519047227893
all,0.0005169814720993315
all,0.0009721542288937401
all,-0.004806690435755989
all,-0.0005027456621869986
all,-0.00030218783367430557
all,0.0024073293462874013
all,0.0032590174889920442
all,-0.0019767611812092634
all,-0.0019431076768084976
all,0.002234159679553538
all,0.0016140866255688335
all,0.0007263313272685146
all,-0.0031057076641944903
all,-0.0035135723731076762
all,0.00038723961352149505
all,0.0009073072535999982
all,0.002315149400623495
all,-0.0016842208030281025
all,0.0019624436012154467
all,2.5045864453066002e-05
all,0.0010548872466701331
all,-0.0034421647355307172
all,0.0005771823393956321
all,-0.0011946329628437224
all,0.0010378649609121826
all,-0.0009079517549812621
all,0.001846953782840166
all,0.002005401156027986
all,0.0007841465494971
all,0.0024333516174790404
all,0.0014502263182516462
all,-0.0025067256728389387
all,0.0010486406019915018
all,0.00018585238351886968
all,0.0003994604142594227
all,-0.0029374255960770146
all,0.004355857875780189
all,-0.00010900952485681792
all,-0.0032245617594524045
all,-0.00028065606504945606
all,-0.0022869708688849633
all,-0.0013593488137941812
all,0.0013987805213173665
all,-0.001607189460059999
all,-0.004220797754740158
all,0.0013497526894886702
all,0.0024880364647112962
all,-0.0033211987515506802
all,-0.0018998435070141095
all,0.0016452610992505612
all,-0.0014900845724383771
all,-0.002405430895737526
all,-0.0007593951612341332
all,-0.002926002054974952
all,-0.0009781802813924045
all,0.0003086764334453429
all,-0.0013757536057665831
all,0.0003536829481570747
all,0.0018231098125672807
all,0.0004930103384210849
all,-0.0003809186514120988
all,0.0005414979201572301
all,0.0007110508233562074
all,0.0033292800683139
all,-0.00254311153142206
all,0.002279845951159931
all,-0.0019644077613450994
all,-0.0013246294185792484
all,0.0041355241842889745
all,0.001250383567368507
all,0.000591778378293828
all,0.001758066265816316
all,0.0014557206798562206
all,0.0007413544755356938
all,-0.0008171761094970531
all,0.0012444571370954227
all,-0.000992457151259618
all,0.0010810104783560703
all,0.0017915190327988384
all,-0.0011133756004454431
all,-0.0014333596743291155
all,0.003585061745338791
all,2.361822929675128e-06
all,0.00031152487356089775
all,0.0005929746789474777
all,-0.0024737057032657717
all,-0.0003325578855321032
all,-0.0026101866335968005
all,0.001854805367761947
all,0.0022998235318365534
all,0.0016965995573575698
all,0.0009006213083911918
all,-0.0009974182705579926
all,0.0037848436963905385
all,0.003497114262263512
all,-0.000518139844910448
all,-0.0018785417541942184
all,0.0006915516665818577
all,0.003855766638943492
all,0.0020926278781789875
all,0.0034606620949751976
all,0.003346856842392776
all,0.0009123644468825853
all,-0.0006528317418680318
all,-0.001341262915991348
all,-0.0022017416937379908
all,0.00011472833608694444
all,0.0028706135686734635
all,0.0004446232576601483
all,-0.001322042327580264
all,0.0015531414626860363
all,-0.0006641349093226001
all,-7.794371257563437e-05
all,-0.0004469060372890299
all,0.001386435836516986
all,0.001425268380482847
all,-0.002582264514273458
all,8.874555096072267e-05
all,0.0011905447057255492
all,0.0009466902390966592
all,-0.0016551571653984354
all,-0.003286687823258694
