method,seed,epoch,train_loss,gradient_norm,selection_ce
PDRF+CD-T07,101,18,-0.11089783414111783,0.38096465729177,0.4081733822822571
PDRF+CD-T07,101,19,-0.12417590672460695,0.37528046406805515,0.43503355979919434
PDRF+CD-T07,101,20,-0.13507794976855317,0.360220264022549,0.34328141808509827
PDRF+CD-T07,101,21,-0.1351101027491192,0.382774006575346,0.4010249972343445
PDRF+CD-T07,101,22,-0.1460176728044947,0.33273097065587837,0.3792266845703125
PDRF+CD-T07,101,23,-0.15417680935934186,0.35820083506405354,0.37463274598121643
PDRF+CD-T07,101,24,-0.15841897763311863,0.351927384113272,0.4210953712463379
PDRF+CD-T07,101,25,-0.16094660417487225,0.31823738291859627,0.43070319294929504
PDRF+CD-T07,101,26,-0.16675946240623793,0.33011820167303085,0.41598737239837646
PDRF+CD-T07,101,27,-0.16539133495340744,0.3649409090479215,0.39443743228912354
PDRF+CD-T07,101,28,-0.16472299893697104,0.41307238303124905,0.4637910723686218
PDRF+CD-T07,101,29,-0.17048274725675583,0.3832174229125182,0.38639113306999207
ModDrop-SD,101,1,1.3029782250523567,0.6634110560019811,0.6670557260513306
ModDrop-SD,101,2,0.42495104670524597,0.7610949762165546,0.5129501223564148
ModDrop-SD,101,3,0.21699244249612093,0.6219763358434042,0.41008758544921875
ModDrop-SD,101,4,0.14905078957478204,0.559820756316185,0.6580523252487183
ModDrop-SD,101,5,0.1236395447825392,0.5309292071809372,0.41127294301986694
ModDrop-SD,101,6,0.12038048154984911,0.7040395960211754,0.35010993480682373
ModDrop-SD,101,7,0.09660512348636985,0.5639946317921082,0.6472350358963013
ModDrop-SD,101,8,0.07165908099462588,0.40256498008966446,0.4152320921421051
ModDrop-SD,101,9,0.06714954071988662,0.4161770598342021,0.5148211717605591
ModDrop-SD,101,10,0.06025323846066991,0.3638921417295933,0.45708054304122925
ModDrop-SD,101,11,0.05031218418541054,0.30274978652596474,0.5052450299263
ModDrop-SD,101,12,0.04703800892457366,0.3397109204282363,0.5103078484535217
ModDrop-SD,101,13,0.04095905072366198,0.26473002694547176,0.4618646502494812
ModDrop-SD,101,14,0.03766337075891594,0.2452088426798582,0.579114556312561
ModDrop-SD,101,15,0.0368811492032061,0.24831186483303705,0.4047742187976837
EF-PD+CD,102,1,1.3382747918367386,0.6807688176631927,0.7226377725601196
EF-PD+CD,102,2,0.4711042307317257,0.7827658019959927,0.6038386225700378
EF-PD+CD,102,3,0.2791657416770856,0.7553435079753399,0.36754855513572693
EF-PD+CD,102,4,0.21648550281922022,0.5955941254893938,0.45859333872795105
EF-PD+CD,102,5,0.18616640319426855,0.5101770522693793,0.3860446512699127
EF-PD+CD,102,6,0.17390152253210545,0.5834796118239561,0.4268762171268463
EF-PD+CD,102,7,0.17269661308576664,0.66914612116913,0.417167603969574
EF-PD+CD,102,8,0.1540675371264418,0.42536622906724614,0.4616909623146057
EF-PD+CD,102,9,0.13634865482648215,0.38493403419852257,0.37567511200904846
EF-PD+CD,102,10,0.13934044850369295,0.4794199373573065,0.3884331285953522
EF-PD+CD,102,11,0.160182049497962,0.6591359538336595,0.5340083241462708
EF-PD+CD,102,12,0.1353898085653782,0.4285267839829127,0.41992682218551636
UF-PD+CD,102,1,1.7791830499966939,0.2533171307295561,1.2794075012207031
UF-PD+CD,102,2,1.03513253480196,0.32768457382917404,0.8024550080299377
UF-PD+CD,102,3,0.5426206775009632,0.2942821290344,0.6140133738517761
UF-PD+CD,102,4,0.3451496797303359,0.26440253108739853,0.5295759439468384
UF-PD+CD,102,5,0.2666204875955979,0.26006252753237885,0.5187124013900757
UF-PD+CD,102,6,0.23122533472875753,0.22913803160190582,0.5153946876525879
UF-PD+CD,102,7,0.208936489187181,0.23790514779587588,0.5334170460700989
UF-PD+CD,102,8,0.19103888670603433,0.24209592553476492,0.4876011312007904
UF-PD+CD,102,9,0.172497502528131,0.2515370547771454,0.5391092896461487
UF-PD+CD,102,10,0.16462778796752295,0.23709046002477407,0.5249658226966858
UF-PD+CD,102,11,0.1469845063984394,0.22477824396143356,0.5091660022735596
UF-PD+CD,102,12,0.1492128757139047,0.21151958964765072,0.547586977481842
UF-PD+CD,102,13,0.1297942791134119,0.19326622070123753,0.494502454996109
UF-PD+CD,102,14,0.1254682665069898,0.18559113858888546,0.5050488710403442
UF-PD+CD,102,15,0.12175898688534896,0.2205960083131989,0.5106921792030334
UF-PD+CD,102,16,0.11599097183595102,0.18551782829066119,0.5233699679374695
UF-PD+CD,102,17,0.11016196167717378,0.19686676406612,0.5443510413169861
CAGF+CD,102,1,1.749286358555158,0.30988920231660205,1.1805237531661987
CAGF+CD,102,2,0.968406488498052,0.5358925921221575,0.7523309588432312
CAGF+CD,102,3,0.5841315674285094,0.688172210007906,0.5768664479255676
CAGF+CD,102,4,0.4232071414589882,0.5653112965325514,0.5353209972381592
CAGF+CD,102,5,0.34001896654566127,0.46846719831228256,0.45917022228240967
CAGF+CD,102,6,0.2873816794405381,0.5296130242447058,0.4681656062602997
CAGF+CD,102,7,0.25063773058354855,0.5626214680572351,0.5403190851211548
CAGF+CD,102,8,0.2289203405380249,0.5652873516082764,0.49307143688201904
CAGF+CD,102,9,0.19710526118675867,0.4695454140504201,0.5790382623672485
CAGF+CD,102,10,0.19165118597447872,0.5316430628299713,0.4644143879413605
CAGF+CD,102,11,0.17096267299105725,0.4548307644824187,0.5023398399353027
CAGF+CD,102,12,0.15126950293779373,0.3722007293254137,0.5504297018051147
CAGF+CD,102,13,0.14639382312695184,0.38681158299247426,0.536547839641571
CAGF+CD,102,14,0.1350997999931375,0.41061901301145554,0.5800133943557739
PDRF+CD,102,1,2.151613454023997,0.3295799431701501,1.3071494102478027
PDRF+CD,102,2,1.4019212573766708,0.3593182439605395,0.8370688557624817
PDRF+CD,102,3,0.8144064297278722,0.3163047234217326,0.6443755030632019
PDRF+CD,102,4,0.5260628672937552,0.324013735478123,0.5265786051750183
PDRF+CD,102,5,0.38849952816963196,0.3644468082735936,0.522424042224884
PDRF+CD,102,6,0.29216322985788185,0.39728205651044846,0.5157660841941833
PDRF+CD,102,7,0.22356049281855425,0.36027803768714267,0.5086963772773743
PDRF+CD,102,8,0.16161785026391348,0.3923436515033245,0.4904352128505707
PDRF+CD,102,9,0.09758148222075154,0.4129526267449061,0.48668819665908813
PDRF+CD,102,10,0.05780244362540543,0.4257556696732839,0.49995702505111694
PDRF+CD,102,11,0.017903666361235082,0.3855046611279249,0.46179327368736267
PDRF+CD,102,12,-0.0036314092188452682,0.4030185354252656,0.5081794261932373
PDRF+CD,102,13,-0.03952769927370051,0.3878302512069543,0.5293622612953186
PDRF+CD,102,14,-0.05750811744170884,0.40592359254757565,0.4990256428718567
PDRF+CD,102,15,-0.08323144516907632,0.36749641473094624,0.5040397644042969
PDRF+CD,102,16,-0.09333506529219449,0.3944709499677022,0.4748319387435913
PDRF+CD,102,17,-0.10875464075555404,0.35702627959350747,0.49417316913604736
PDRF+CD,102,18,-0.1184110939502716,0.37231351621448994,0.5200928449630737
PDRF+CD,102,19,-0.1284565923269838,0.36469485486547154,0.4978106617927551
PDRF+CD,102,20,-0.1249582654175659,0.39815521364410716,0.4903404414653778
PDRF+CD-T07,102,1,2.152196079492569,0.34354906529188156,1.3113787174224854
PDRF+CD-T07,102,2,1.4058896601200104,0.3621755863229434,0.8399827480316162
PDRF+CD-T07,102,3,0.8135942593216896,0.3181904448817174,0.6442171335220337
PDRF+CD-T07,102,4,0.5235350554188093,0.3239730925609668,0.5237522721290588
PDRF+CD-T07,102,5,0.3854989744722843,0.36537903112669784,0.5145223140716553
PDRF+CD-T07,102,6,0.29044777899980545,0.3986227127412955,0.5013214349746704
PDRF+CD-T07,102,7,0.21900497128566107,0.36988428980112076,0.5074998736381531
PDRF+CD-T07,102,8,0.16097786960502466,0.3965483320256074,0.4924355745315552
PDRF+CD-T07,102,9,0.09944456117227674,0.40682026743888855,0.47560593485832214
PDRF+CD-T07,102,10,0.05994786461815238,0.4191167615354061,0.49459004402160645
PDRF+CD-T07,102,11,0.01918291812762618,0.3781803535918395,0.4586245119571686
PDRF+CD-T07,102,12,-0.0027266732649877667,0.3945452192177375,0.502395749092102
PDRF+CD-T07,102,13,-0.038894895502987005,0.39937565724054974,0.5370434522628784
PDRF+CD-T07,102,14,-0.05791191335689897,0.4105768321702878,0.4910699427127838
PDRF+CD-T07,102,15,-0.0846738542507713,0.3668062761425972,0.5045278668403625
PDRF+CD-T07,102,16,-0.09587401520305623,0.3912949978063504,0.4789791405200958
PDRF+CD-T07,102,17,-0.10990222760786612,0.3556129665424426,0.49859365820884705
PDRF+CD-T07,102,18,-0.1199682808170716,0.37447811601062614,0.5326790809631348
PDRF+CD-T07,102,19,-0.1301931554917246,0.360629640519619,0.5013539791107178
PDRF+CD-T07,102,20,-0.1254091092851013,0.4059006279955308,0.4915628433227539
ModDrop-SD,102,1,1.343150332570076,0.668644038339456,0.7100101113319397
ModDrop-SD,102,2,0.4330716021358967,0.7861036385099093,0.5286625623703003
ModDrop-SD,102,3,0.22773295640945435,0.7119023017585278,0.41579291224479675
ModDrop-SD,102,4,0.1619463237002492,0.6809027666846911,0.47009730339050293
ModDrop-SD,102,5,0.1347355367615819,0.688343521207571,0.3171999156475067
ModDrop-SD,102,6,0.10422822212179501,0.5312255478153626,0.45606523752212524
ModDrop-SD,102,7,0.0814618575386703,0.41472937228779,0.4065812826156616
ModDrop-SD,102,8,0.0697826227794091,0.3731222872932752,0.5457550287246704
ModDrop-SD,102,9,0.060910089717557035,0.36382418405264616,0.5107032060623169
ModDrop-SD,102,10,0.07293767505325377,0.59640340693295,0.5064895153045654
ModDrop-SD,102,11,0.052509908797219396,0.35074728975693387,0.5500635504722595
ModDrop-SD,102,12,0.04726490029133856,0.31385716423392296,0.4474073052406311
ModDrop-SD,102,13,0.04400126410958668,0.28357075961927575,0.6412612795829773
ModDrop-SD,102,14,0.03956340528869381,0.28536788901935023,0.6223999857902527
EF-PD+CD,103,1,1.2891009524464607,0.7226311688621839,0.6914746761322021
EF-PD+CD,103,2,0.4350098427385092,0.8122262035806974,0.6124589443206787
EF-PD+CD,103,3,0.27545774665971595,0.7434350475668907,0.4158322215080261
EF-PD+CD,103,4,0.22855491812030473,0.6640958984692892,0.47915971279144287
EF-PD+CD,103,5,0.19345060363411903,0.6057047123710314,0.4284824728965759
EF-PD+CD,103,6,0.17729126599927744,0.5769591319064299,0.4124440550804138
EF-PD+CD,103,7,0.15907699211190143,0.4647439190497001,0.38295477628707886
EF-PD+CD,103,8,0.14780693780630827,0.4016549003620942,0.4029247760772705
EF-PD+CD,103,9,0.13844114976624647,0.4285480547696352,0.3645536005496979
EF-PD+CD,103,10,0.12951314014693102,0.42526662225524586,0.4244600534439087
EF-PD+CD,103,11,0.1330586994687716,0.3932042506833871,0.3601881265640259
EF-PD+CD,103,12,0.13271839078515768,0.44071598537266254,0.452226847410202
EF-PD+CD,103,13,0.12604005976269642,0.38631129761536914,0.40106403827667236
EF-PD+CD,103,14,0.11940655360619228,0.31910273246467113,0.4666946828365326
EF-PD+CD,103,15,0.1198491199562947,0.39734539948403835,0.39122018218040466
EF-PD+CD,103,16,0.12482729026426871,0.37734180813034374,0.45341092348098755
EF-PD+CD,103,17,0.1066677700728178,0.32391994384427863,0.3679017126560211
EF-PD+CD,103,18,0.1134174857288599,0.35157510638237,0.31223320960998535
EF-PD+CD,103,19,0.11264429551859696,0.37091566001375514,0.3538285493850708
EF-PD+CD,103,20,0.11318334160993497,0.3176784465710322,0.44353634119033813
EF-PD+CD,103,21,0.1076781670562923,0.34458903471628827,0.4162088632583618
EF-PD+CD,103,22,0.10385579150170088,0.36226585942010087,0.39877021312713623
EF-PD+CD,103,23,0.10385684467231233,0.4036138169467449,0.3460450768470764
EF-PD+CD,103,24,0.10470717881495754,0.37922647036612034,0.4135042726993561
EF-PD+CD,103,25,0.10406849564363559,0.36700039605299634,0.370103657245636
EF-PD+CD,103,26,0.10452013602480292,0.37707211387654144,0.3773376941680908
EF-PD+CD,103,27,0.0983572971696655,0.3251068163663149,0.4200768768787384
UF-PD+CD,103,1,1.7740211933851242,0.25098645376662415,1.3525930643081665
UF-PD+CD,103,2,1.0703875869512558,0.3305727317929268,0.8511235117912292
UF-PD+CD,103,3,0.5901113785803318,0.3017177643875281,0.6637026071548462
UF-PD+CD,103,4,0.37502480546633404,0.28032538294792175,0.5908886790275574
UF-PD+CD,103,5,0.2999246033529441,0.2671969433625539,0.5417649149894714
UF-PD+CD,103,6,0.23558437948425612,0.26034478036065895,0.549754798412323
UF-PD+CD,103,7,0.2160936656097571,0.25877404399216175,0.564256489276886
UF-PD+CD,103,8,0.19301141860584417,0.26017526630312204,0.5517290234565735
UF-PD+CD,103,9,0.16814491028587022,0.20196770628293356,0.44419369101524353
UF-PD+CD,103,10,0.1527386556069056,0.21113198778281608,0.48036429286003113
UF-PD+CD,103,11,0.15137818238387504,0.21856521970281997,0.45793062448501587
UF-PD+CD,103,12,0.139806290778021,0.22549751959741116,0.5479376316070557
UF-PD+CD,103,13,0.13427353153626123,0.1952669828509291,0.5192948579788208
UF-PD+CD,103,14,0.1239000769952933,0.1912330004076163,0.47819632291793823
UF-PD+CD,103,15,0.11926196857045095,0.2044868047038714,0.5239941477775574
UF-PD+CD,103,16,0.1174864658775429,0.19781214836984873,0.4741172790527344
UF-PD+CD,103,17,0.11500525660812855,0.2089783139526844,0.4879313111305237
UF-PD+CD,103,18,0.1063547795638442,0.17818947477887073,0.44958892464637756
CAGF+CD,103,1,1.762898360689481,0.30950852297246456,1.3078632354736328
CAGF+CD,103,2,1.0526239549120266,0.4937561961511771,0.8900058269500732
CAGF+CD,103,3,0.6526829625169436,0.7378640087942282,0.595598042011261
CAGF+CD,103,4,0.454585221906503,0.7026161973675092,0.5355565547943115
CAGF+CD,103,5,0.34854870786269504,0.5996212388078371,0.5587177276611328
CAGF+CD,103,6,0.3026012076685826,0.6757540119191011,0.5444986820220947
CAGF+CD,103,7,0.2600285280495882,0.6520379496117433,0.6018518805503845
CAGF+CD,103,8,0.23874612338840961,0.5809532043834528,0.5605539083480835
CAGF+CD,103,9,0.21792994067072868,0.4875264639655749,0.4721008539199829
CAGF+CD,103,10,0.1933086778347691,0.5312763961652914,0.5410869121551514
CAGF+CD,103,11,0.1792549736176928,0.5346427913755178,0.6059725284576416
CAGF+CD,103,12,0.16370366948346296,0.4712454720089833,0.5272875428199768
CAGF+CD,103,13,0.14608355766783157,0.44701868544022244,0.5807105898857117
CAGF+CD,103,14,0.14653667279829583,0.513493257885178,0.5732027888298035
CAGF+CD,103,15,0.13080223618696132,0.4309938761095206,0.5426428318023682
CAGF+CD,103,16,0.12808155796180168,0.3942412423590819,0.5775476694107056
CAGF+CD,103,17,0.11741655226796865,0.3290095975001653,0.5686761140823364
CAGF+CD,103,18,0.10629248556991418,0.3316765905668338,0.5766116976737976
PDRF+CD,103,1,2.1375035544236503,0.31415871034065884,1.3783085346221924
PDRF+CD,103,2,1.4286449054876964,0.3622522217531999,0.8787223100662231
PDRF+CD,103,3,0.8342880184451739,0.3666989194850127,0.6376325488090515
PDRF+CD,103,4,0.5729378225902716,0.539623654137055,0.5369494557380676
PDRF+CD,103,5,0.40021246547500294,0.3867295968035857,0.5319386720657349
PDRF+CD,103,6,0.3127170857042074,0.4284332723667224,0.5209331512451172
PDRF+CD,103,7,0.24374740198254585,0.4508179302016894,0.534330427646637
PDRF+CD,103,8,0.1715137635668119,0.3939144294708967,0.46157485246658325
PDRF+CD,103,9,0.1268566444826623,0.43524587030212086,0.4235098361968994
PDRF+CD,103,10,0.08602326215865712,0.4807934860388438,0.4570421278476715
PDRF+CD,103,11,0.051236995592868574,0.44346152742703754,0.4625856876373291
PDRF+CD,103,12,0.012700362033986798,0.39967456708351773,0.45964035391807556
PDRF+CD,103,13,-0.018273855186028715,0.38752454457183677,0.45757806301116943
PDRF+CD,103,14,-0.03705676144454628,0.3503745247920354,0.5126930475234985
PDRF+CD,103,15,-0.05687640211544931,0.34514471019307774,0.4679472744464874
PDRF+CD,103,16,-0.06461439466996428,0.4323161883900563,0.49012282490730286
PDRF+CD,103,17,-0.0774280714103952,0.3962941641608874,0.5068499445915222
PDRF+CD,103,18,-0.0871618667151779,0.4029340340445439,0.4883275330066681
PDRF+CD-T07,103,1,2.1373672733704248,0.317448265850544,1.3816123008728027
PDRF+CD-T07,103,2,1.4306572377681732,0.36653508245944977,0.8828049302101135
PDRF+CD-T07,103,3,0.8284934610128403,0.3695162733395894,0.6387919783592224
PDRF+CD-T07,103,4,0.5673994695146879,0.5347188711166382,0.5405408143997192
PDRF+CD-T07,103,5,0.3971809074282646,0.38999981929858524,0.5332324504852295
PDRF+CD-T07,103,6,0.3130776199201743,0.4355024869243304,0.513552725315094
PDRF+CD-T07,103,7,0.24076135084033012,0.4523884231845538,0.5279579162597656
PDRF+CD-T07,103,8,0.1656818399205804,0.4081417955458164,0.45318904519081116
PDRF+CD-T07,103,9,0.11761945874119799,0.44975853338837624,0.41001611948013306
PDRF+CD-T07,103,10,0.07627766765654087,0.5002922043204308,0.46145889163017273
PDRF+CD-T07,103,11,0.04066898788247878,0.47275081773598987,0.4526105225086212
PDRF+CD-T07,103,12,-0.00034354209977512556,0.4215591475367546,0.44547420740127563
PDRF+CD-T07,103,13,-0.033050972929534815,0.40101150299112004,0.4488663077354431
PDRF+CD-T07,103,14,-0.05075482934868584,0.38372932995359105,0.5069192051887512
PDRF+CD-T07,103,15,-0.07289290858898312,0.3618832553426425,0.4581206440925598
PDRF+CD-T07,103,16,-0.0840335691658159,0.4272962932785352,0.47765132784843445
PDRF+CD-T07,103,17,-0.09285426888770114,0.4227524399757385,0.4936543107032776
PDRF+CD-T07,103,18,-0.1061213721210758,0.40787510325511295,0.4784128665924072
ModDrop-SD,103,1,1.297078125178814,0.7086405344307423,0.6861404180526733
ModDrop-SD,103,2,0.42134640614191693,0.9492563766737779,0.5323626399040222
ModDrop-SD,103,3,0.21643092234929404,0.5775775673488776,0.44711658358573914
ModDrop-SD,103,4,0.15211707229415575,0.5343947261571884,0.4937317967414856
ModDrop-SD,103,5,0.11619039345532656,0.485402940462033,0.4864766597747803
ModDrop-SD,103,6,0.1116824842368563,0.5587935062746207,0.4622177481651306
ModDrop-SD,103,7,0.09204823120186727,0.4901570367316405,0.38398998975753784
ModDrop-SD,103,8,0.06764731804529826,0.36446134001016617,0.4836674630641937
ModDrop-SD,103,9,0.06276311314043899,0.4186507339278857,0.5309205651283264
ModDrop-SD,103,10,0.05456123834786316,0.33979872055351734,0.47104430198669434
ModDrop-SD,103,11,0.049837720580399036,0.3266240678106745,0.48311054706573486
ModDrop-SD,103,12,0.0489156391316404,0.3532563817376892,0.6628435850143433
