method,fault,batch,metric,value,n_samples
UF,clipping,10,macro_auroc,0.8592952777777777,3600
UF,clipping,10,macro_auprc,0.6472836069160108,3600
UF,clipping,10,accuracy,0.5575,3600
UF,clipping,10,macro_f1,0.5413774837807913,3600
UF,clipping,10,nll,1.256386694547863,3600
UF,correlated_dual,8,macro_auroc,0.8971630799239084,294
UF,correlated_dual,8,macro_auprc,0.7250355482802885,294
UF,correlated_dual,8,accuracy,0.7278911564625851,294
UF,correlated_dual,8,macro_f1,0.6163848868893659,294
UF,correlated_dual,8,nll,0.9381592797964943,294
UF,correlated_dual,9,macro_auroc,0.8904784948457213,470
UF,correlated_dual,9,macro_auprc,0.7584505124873683,470
UF,correlated_dual,9,accuracy,0.6319148936170212,470
UF,correlated_dual,9,macro_f1,0.5667361857151753,470
UF,correlated_dual,9,nll,1.1368731777594943,470
UF,correlated_dual,10,macro_auroc,0.8485440740740741,3600
UF,correlated_dual,10,macro_auprc,0.6419786108485227,3600
UF,correlated_dual,10,accuracy,0.5738888888888889,3600
UF,correlated_dual,10,macro_f1,0.5673870872543546,3600
UF,correlated_dual,10,nll,1.234303267946474,3600
UF,gain_loss,8,macro_auroc,0.9386387375838264,294
UF,gain_loss,8,macro_auprc,0.7986648906854114,294
UF,gain_loss,8,accuracy,0.7619047619047619,294
UF,gain_loss,8,macro_f1,0.7063996698804159,294
UF,gain_loss,8,nll,0.7337559802408566,294
UF,gain_loss,9,macro_auroc,0.9216523764052651,470
UF,gain_loss,9,macro_auprc,0.7937873842948019,470
UF,gain_loss,9,accuracy,0.6553191489361702,470
UF,gain_loss,9,macro_f1,0.6013823744313762,470
UF,gain_loss,9,nll,0.9471641211301034,470
UF,gain_loss,10,macro_auroc,0.8624210185185186,3600
UF,gain_loss,10,macro_auprc,0.6623715031166113,3600
UF,gain_loss,10,accuracy,0.5858333333333333,3600
UF,gain_loss,10,macro_f1,0.5829269844051305,3600
UF,gain_loss,10,nll,1.2076800173132032,3600
UF,linear_drift,8,macro_auroc,0.9328672664353136,294
UF,linear_drift,8,macro_auprc,0.780960808620645,294
UF,linear_drift,8,accuracy,0.8129251700680272,294
UF,linear_drift,8,macro_f1,0.7343265369224063,294
UF,linear_drift,8,nll,0.7450348909354706,294
UF,linear_drift,9,macro_auroc,0.9182328520065818,470
UF,linear_drift,9,macro_auprc,0.7844578043789706,470
UF,linear_drift,9,accuracy,0.6468085106382979,470
UF,linear_drift,9,macro_f1,0.6007972198557788,470
UF,linear_drift,9,nll,0.8560843478812248,470
UF,linear_drift,10,macro_auroc,0.8445200925925925,3600
UF,linear_drift,10,macro_auprc,0.6482891504939098,3600
UF,linear_drift,10,accuracy,0.6055555555555555,3600
UF,linear_drift,10,macro_f1,0.5990657563239242,3600
UF,linear_drift,10,nll,1.2983904137943088,3600
UF,natural,8,macro_auroc,0.9442830951717225,294
UF,natural,8,macro_auprc,0.8243956940129187,294
UF,natural,8,accuracy,0.8401360544217688,294
UF,natural,8,macro_f1,0.7305742315638528,294
UF,natural,8,nll,0.6767588681604871,294
UF,natural,9,macro_auroc,0.9300952502602157,470
UF,natural,9,macro_auprc,0.7882857210913872,470
UF,natural,9,accuracy,0.6340425531914894,470
UF,natural,9,macro_f1,0.56097067905989,470
UF,natural,9,nll,1.0648903370366825,470
UF,natural,10,macro_auroc,0.8738919444444444,3600
UF,natural,10,macro_auprc,0.67662125781845,3600
UF,natural,10,accuracy,0.5844444444444444,3600
UF,natural,10,macro_f1,0.5806101941851791,3600
UF,natural,10,nll,1.2561210657809578,3600
UF,offset,8,macro_auroc,0.9375841382875173,294
UF,offset,8,macro_auprc,0.8085253872029826,294
UF,offset,8,accuracy,0.6394557823129252,294
UF,offset,8,macro_f1,0.6991227953739817,294
UF,offset,8,nll,0.9490551543295567,294
UF,offset,9,macro_auroc,0.8783614563537535,470
UF,offset,9,macro_auprc,0.7650338720512034,470
UF,offset,9,accuracy,0.6382978723404256,470
UF,offset,9,macro_f1,0.6326135312786917,470
UF,offset,9,nll,0.9054308860680138,470
UF,offset,10,macro_auroc,0.8344422222222222,3600
UF,offset,10,macro_auprc,0.6363072271259901,3600
UF,offset,10,accuracy,0.5947222222222223,3600
UF,offset,10,macro_f1,0.5912622522248123,3600
UF,offset,10,nll,1.3327704264176732,3600
UF,silent_gaussian,8,macro_auroc,0.9224381900915078,294
UF,silent_gaussian,8,macro_auprc,0.7712502036552819,294
UF,silent_gaussian,8,accuracy,0.7312925170068028,294
UF,silent_gaussian,8,macro_f1,0.6564081345046177,294
UF,silent_gaussian,8,nll,0.8505938726614727,294
UF,silent_gaussian,9,macro_auroc,0.8985485957467594,470
UF,silent_gaussian,9,macro_auprc,0.7802045292654812,470
UF,silent_gaussian,9,accuracy,0.6425531914893617,470
UF,silent_gaussian,9,macro_f1,0.5860116102353321,470
UF,silent_gaussian,9,nll,1.0178281337010646,470
UF,silent_gaussian,10,macro_auroc,0.8493881481481481,3600
UF,silent_gaussian,10,macro_auprc,0.6462878992949951,3600
UF,silent_gaussian,10,accuracy,0.5911111111111111,3600
UF,silent_gaussian,10,macro_f1,0.578600255587972,3600
UF,silent_gaussian,10,nll,1.2499788990646459,3600
UF,stuck_at,8,macro_auroc,0.9414802180243478,294
UF,stuck_at,8,macro_auprc,0.8255313618564242,294
UF,stuck_at,8,accuracy,0.7482993197278912,294
UF,stuck_at,8,macro_f1,0.6982480162474696,294
UF,stuck_at,8,nll,0.7416881292639693,294
UF,stuck_at,9,macro_auroc,0.9157219992095088,470
UF,stuck_at,9,macro_auprc,0.7952678229504636,470
UF,stuck_at,9,accuracy,0.6574468085106383,470
UF,stuck_at,9,macro_f1,0.6047777273142384,470
UF,stuck_at,9,nll,0.931247929435908,470
UF,stuck_at,10,macro_auroc,0.8529330555555555,3600
UF,stuck_at,10,macro_auprc,0.6542146738397333,3600
UF,stuck_at,10,accuracy,0.5833333333333334,3600
UF,stuck_at,10,macro_f1,0.5819397065434848,3600
UF,stuck_at,10,nll,1.2300083858434325,3600
