seed,teacher,subset,metric,value,parameters,train_seconds,inference_ms_per_observation
104,best_ce,all,macro_auroc,0.8403709990294251,19740,20.226070600008825,0.001851856094518485
104,best_ce,all,macro_auprc,0.5829900847706919,19740,20.226070600008825,0.001851856094518485
104,best_ce,all,nll,2.124776410800434,19740,20.226070600008825,0.001851856094518485
104,best_ce,all,brier,0.6958218788785145,19740,20.226070600008825,0.001851856094518485
104,best_ce,all,ece15,0.28514592609719114,19740,20.226070600008825,0.001851856094518485
104,best_ce,affected,accuracy,0.5231481481481481,19740,20.226070600008825,0.001851856094518485
104,best_ce,affected,macro_f1,0.506024340225451,19740,20.226070600008825,0.001851856094518485
104,best_ce,affected,macro_auroc,0.8142159606371564,19740,20.226070600008825,0.001851856094518485
104,best_ce,affected,macro_auprc,0.5274819797247442,19740,20.226070600008825,0.001851856094518485
104,best_ce,affected,nll,2.526755777230675,19740,20.226070600008825,0.001851856094518485
104,best_ce,affected,brier,0.7769256499983158,19740,20.226070600008825,0.001851856094518485
104,best_ce,affected,ece15,0.32677474790425215,19740,20.226070600008825,0.001851856094518485
104,best_ce,unaffected,accuracy,0.5857359635811836,19740,20.226070600008825,0.001851856094518485
104,best_ce,unaffected,macro_f1,0.5634246984292733,19740,20.226070600008825,0.001851856094518485
104,best_ce,unaffected,macro_auroc,0.8602729318252859,19740,20.226070600008825,0.001851856094518485
104,best_ce,unaffected,macro_auprc,0.638094790393167,19740,20.226070600008825,0.001851856094518485
104,best_ce,unaffected,nll,1.8612633815168769,19740,20.226070600008825,0.001851856094518485
104,best_ce,unaffected,brier,0.6426552185996766,19740,20.226070600008825,0.001851856094518485
104,best_ce,unaffected,ece15,0.25791712892164054,19740,20.226070600008825,0.001851856094518485
104,clean_only,all,accuracy,0.5591200733272227,19740,20.690676500002155,0.0016075847844632069
104,clean_only,all,macro_f1,0.5400867521139864,19740,20.690676500002155,0.0016075847844632069
104,clean_only,all,macro_auroc,0.8396069035770913,19740,20.690676500002155,0.0016075847844632069
104,clean_only,all,macro_auprc,0.5813221982518957,19740,20.690676500002155,0.0016075847844632069
104,clean_only,all,nll,2.16315580346301,19740,20.690676500002155,0.0016075847844632069
104,clean_only,all,brier,0.7005008222139917,19740,20.690676500002155,0.0016075847844632069
104,clean_only,all,ece15,0.28940352943993075,19740,20.690676500002155,0.0016075847844632069
104,clean_only,affected,accuracy,0.5208333333333334,19740,20.690676500002155,0.0016075847844632069
104,clean_only,affected,macro_f1,0.5047332917805082,19740,20.690676500002155,0.0016075847844632069
104,clean_only,affected,macro_auroc,0.8130556021101484,19740,20.690676500002155,0.0016075847844632069
104,clean_only,affected,macro_auprc,0.5248495667267804,19740,20.690676500002155,0.0016075847844632069
104,clean_only,affected,nll,2.5680719394789095,19740,20.690676500002155,0.0016075847844632069
104,clean_only,affected,brier,0.7797734248462113,19740,20.690676500002155,0.0016075847844632069
104,clean_only,affected,ece15,0.3320704091995679,19740,20.690676500002155,0.0016075847844632069
104,clean_only,unaffected,accuracy,0.5842185128983308,19740,20.690676500002155,0.0016075847844632069
104,clean_only,unaffected,macro_f1,0.5617173872162048,19740,20.690676500002155,0.0016075847844632069
104,clean_only,unaffected,macro_auroc,0.859718969757686,19740,20.690676500002155,0.0016075847844632069
104,clean_only,unaffected,macro_auprc,0.6370187042206631,19740,20.690676500002155,0.0016075847844632069
104,clean_only,unaffected,nll,1.8977176080777773,19740,20.690676500002155,0.0016075847844632069
104,clean_only,unaffected,brier,0.6485345637358144,19740,20.690676500002155,0.0016075847844632069
104,clean_only,unaffected,ece15,0.2618235844457366,19740,20.690676500002155,0.0016075847844632069
104,removal_only,all,accuracy,0.5588909257561869,19740,20.70448880000913,0.0014104491285542257
104,removal_only,all,macro_f1,0.5371902662820566,19740,20.70448880000913,0.0014104491285542257
104,removal_only,all,macro_auroc,0.8395480883102463,19740,20.70448880000913,0.0014104491285542257
104,removal_only,all,macro_auprc,0.5815730741033116,19740,20.70448880000913,0.0014104491285542257
104,removal_only,all,nll,2.0953977572750695,19740,20.70448880000913,0.0014104491285542257
104,removal_only,all,brier,0.6946228246527332,19740,20.70448880000913,0.0014104491285542257
104,removal_only,all,ece15,0.28108813377365294,19740,20.70448880000913,0.0014104491285542257
104,removal_only,affected,accuracy,0.5173611111111112,19740,20.70448880000913,0.0014104491285542257
104,removal_only,affected,macro_f1,0.4977242660334973,19740,20.70448880000913,0.0014104491285542257
104,removal_only,affected,macro_auroc,0.8136616648444908,19740,20.70448880000913,0.0014104491285542257
104,removal_only,affected,macro_auprc,0.5283688240102195,19740,20.70448880000913,0.0014104491285542257
104,removal_only,affected,nll,2.499790678216976,19740,20.70448880000913,0.0014104491285542257
