method,pool,subset,metric,value
PDRF_CAL,log_probability_mean,all,accuracy,0.555224564619615
PDRF_CAL,log_probability_mean,all,macro_f1,0.5409357909070306
PDRF_CAL,log_probability_mean,all,macro_auroc,0.8427243462677617
PDRF_CAL,log_probability_mean,all,macro_auprc,0.5994861294446714
PDRF_CAL,log_probability_mean,all,nll,2.1564099582483016
PDRF_CAL,log_probability_mean,all,brier,0.6815605760308698
PDRF_CAL,log_probability_mean,all,ece15,0.27503202134430904
PDRF_CAL,log_probability_mean,affected,accuracy,0.47875354107648727
PDRF_CAL,log_probability_mean,affected,macro_f1,0.47486659007120186
PDRF_CAL,log_probability_mean,affected,macro_auroc,0.7978753072796821
PDRF_CAL,log_probability_mean,affected,macro_auprc,0.5228833961665613
PDRF_CAL,log_probability_mean,affected,nll,2.8885164581778398
PDRF_CAL,log_probability_mean,affected,brier,0.8253216576510485
PDRF_CAL,log_probability_mean,affected,ece15,0.36006148952262595
PDRF_CAL,log_probability_mean,unaffected,accuracy,0.6071565986918045
PDRF_CAL,log_probability_mean,unaffected,macro_f1,0.5809662797670277
PDRF_CAL,log_probability_mean,unaffected,macro_auroc,0.8762193214885478
PDRF_CAL,log_probability_mean,unaffected,macro_auprc,0.6635367182843789
PDRF_CAL,log_probability_mean,unaffected,nll,1.65923105390985
PDRF_CAL,log_probability_mean,unaffected,brier,0.5839313690052387
PDRF_CAL,log_probability_mean,unaffected,ece15,0.2174844112406331
PDRF_CAL,majority_vote,all,accuracy,0.5451420714940421
PDRF_CAL,majority_vote,all,macro_f1,0.530517272899857
PDRF_CAL,majority_vote,all,macro_auroc,0.7485400608073104
PDRF_CAL,majority_vote,all,macro_auprc,0.4941508104714225
PDRF_CAL,majority_vote,all,nll,10.125813542830015
PDRF_CAL,majority_vote,all,brier,0.7555759242249726
PDRF_CAL,majority_vote,all,ece15,0.33531927894478775
PDRF_CAL,majority_vote,affected,accuracy,0.4753541076487252
PDRF_CAL,majority_vote,affected,macro_f1,0.4707189476425553
PDRF_CAL,majority_vote,affected,macro_auroc,0.7200927123903674
PDRF_CAL,majority_vote,affected,macro_auprc,0.4214019149001634
PDRF_CAL,majority_vote,affected,nll,11.53569645458883
PDRF_CAL,majority_vote,affected,brier,0.8741580106977707
PDRF_CAL,majority_vote,affected,ece15,0.3886685552367141
PDRF_CAL,majority_vote,unaffected,accuracy,0.5925355906117737
PDRF_CAL,majority_vote,unaffected,macro_f1,0.5668027215604302
PDRF_CAL,majority_vote,unaffected,macro_auroc,0.7661746366867268
PDRF_CAL,majority_vote,unaffected,macro_auprc,0.5456406588277383
PDRF_CAL,majority_vote,unaffected,nll,9.168351696252753
PDRF_CAL,majority_vote,unaffected,brier,0.6750459578438687
PDRF_CAL,majority_vote,unaffected,ece15,0.29908939335215606
PDRF_CAL,validation_selected,all,accuracy,0.560724106324473
PDRF_CAL,validation_selected,all,macro_f1,0.5418200833584268
PDRF_CAL,validation_selected,all,macro_auroc,0.8436979326056407
PDRF_CAL,validation_selected,all,macro_auprc,0.5980553003043495
PDRF_CAL,validation_selected,all,nll,2.052179936666358
PDRF_CAL,validation_selected,all,brier,0.6895429104866038
PDRF_CAL,validation_selected,all,ece15,0.2657633662073575
PDRF_CAL,validation_selected,affected,accuracy,0.49291784702549574
PDRF_CAL,validation_selected,affected,macro_f1,0.4810914387523102
PDRF_CAL,validation_selected,affected,macro_auroc,0.8063524531668889
PDRF_CAL,validation_selected,affected,macro_auprc,0.5247929178037567
PDRF_CAL,validation_selected,affected,nll,2.5298537730763635
PDRF_CAL,validation_selected,affected,brier,0.7996232899691975
PDRF_CAL,validation_selected,affected,ece15,0.33331175770705546
PDRF_CAL,validation_selected,unaffected,accuracy,0.6067718353212774
PDRF_CAL,validation_selected,unaffected,macro_f1,0.5787560213653863
PDRF_CAL,validation_selected,unaffected,macro_auroc,0.8703128518875954
PDRF_CAL,validation_selected,unaffected,macro_auprc,0.6595737017274135
PDRF_CAL,validation_selected,unaffected,nll,1.727788123944673
PDRF_CAL,validation_selected,unaffected,brier,0.6147865158014256
PDRF_CAL,validation_selected,unaffected,ece15,0.21989074920452112
PDRF_RS,probability_mean,all,accuracy,0.5465169569202566
PDRF_RS,probability_mean,all,macro_f1,0.5290128844582781
PDRF_RS,probability_mean,all,macro_auroc,0.8418919209268245
PDRF_RS,probability_mean,all,macro_auprc,0.6022960557012936
PDRF_RS,probability_mean,all,nll,1.9164960450973043
PDRF_RS,probability_mean,all,brier,0.6494613151865525
PDRF_RS,probability_mean,all,ece15,0.23059011861941447
PDRF_RS,probability_mean,affected,accuracy,0.48215297450424927
PDRF_RS,probability_mean,affected,macro_f1,0.4778452019459248
PDRF_RS,probability_mean,affected,macro_auroc,0.8025468738430241
PDRF_RS,probability_mean,affected,macro_auprc,0.5360770561150099
PDRF_RS,probability_mean,affected,nll,2.412803603002335
PDRF_RS,probability_mean,affected,brier,0.7591975953658191
PDRF_RS,probability_mean,affected,ece15,0.28301988966741914
PDRF_RS,probability_mean,unaffected,accuracy,0.590227010388611
PDRF_RS,probability_mean,unaffected,macro_f1,0.5597258386703949
PDRF_RS,probability_mean,unaffected,macro_auroc,0.8700170761882867
PDRF_RS,probability_mean,unaffected,macro_auprc,0.6512667822517556
PDRF_RS,probability_mean,unaffected,nll,1.579449935169494
PDRF_RS,probability_mean,unaffected,brier,0.5749386008670427
PDRF_RS,probability_mean,unaffected,ece15,0.19498476387216934
PDRF_RS,log_probability_mean,all,accuracy,0.5444546287809349
PDRF_RS,log_probability_mean,all,macro_f1,0.5272325782105604
PDRF_RS,log_probability_mean,all,macro_auroc,0.8382632739650194
PDRF_RS,log_probability_mean,all,macro_auprc,0.5887256647896818
PDRF_RS,log_probability_mean,all,nll,2.1207191701250285
PDRF_RS,log_probability_mean,all,brier,0.6847928742545436
PDRF_RS,log_probability_mean,all,ece15,0.27057657160008314
PDRF_RS,log_probability_mean,affected,accuracy,0.4781869688385269
PDRF_RS,log_probability_mean,affected,macro_f1,0.4740818517758076
PDRF_RS,log_probability_mean,affected,macro_auroc,0.7969530545907975
PDRF_RS,log_probability_mean,affected,macro_auprc,0.5217820882562352
PDRF_RS,log_probability_mean,affected,nll,2.7491655227395473
PDRF_RS,log_probability_mean,affected,brier,0.8140122671404175
PDRF_RS,log_probability_mean,affected,ece15,0.3435854724041125
PDRF_RS,log_probability_mean,unaffected,accuracy,0.5894574836475568
PDRF_RS,log_probability_mean,unaffected,macro_f1,0.559176577545445
PDRF_RS,log_probability_mean,unaffected,macro_auroc,0.8688002213716177
PDRF_RS,log_probability_mean,unaffected,macro_auprc,0.6441353064114769
PDRF_RS,log_probability_mean,unaffected,nll,1.6939366336245956
PDRF_RS,log_probability_mean,unaffected,brier,0.597039034914964
PDRF_RS,log_probability_mean,unaffected,ece15,0.2209956674632681
PDRF_RS,majority_vote,all,accuracy,0.5451420714940421
PDRF_RS,majority_vote,all,macro_f1,0.5266274293530151
PDRF_RS,majority_vote,all,macro_auroc,0.7574311973686446
PDRF_RS,majority_vote,all,macro_auprc,0.4797470449489237
PDRF_RS,majority_vote,all,nll,10.331419276307603
PDRF_RS,majority_vote,all,brier,0.7719217842920112
PDRF_RS,majority_vote,all,ece15,0.34540177207029604
PDRF_RS,majority_vote,affected,accuracy,0.4781869688385269
PDRF_RS,majority_vote,affected,macro_f1,0.47311113527344056
PDRF_RS,majority_vote,affected,macro_auroc,0.7247157178098506
PDRF_RS,majority_vote,affected,macro_auprc,0.42489590356401297
PDRF_RS,majority_vote,affected,nll,11.747537851338745
PDRF_RS,majority_vote,affected,brier,0.8715140069207032
PDRF_RS,majority_vote,affected,ece15,0.37790368271552754
PDRF_RS,majority_vote,unaffected,accuracy,0.5906117737591381
PDRF_RS,majority_vote,unaffected,macro_f1,0.5588417518652461
PDRF_RS,majority_vote,unaffected,macro_auroc,0.7776377265405291
PDRF_RS,majority_vote,unaffected,macro_auprc,0.5151838150889377
PDRF_RS,majority_vote,unaffected,nll,9.369722744976333
PDRF_RS,majority_vote,unaffected,brier,0.7042879740035767
PDRF_RS,majority_vote,unaffected,ece15,0.32332948569521575
PDRF_RS,validation_selected,all,accuracy,0.5401008249312558
PDRF_RS,validation_selected,all,macro_f1,0.5222211331327323
PDRF_RS,validation_selected,all,macro_auroc,0.8269306361040983
PDRF_RS,validation_selected,all,macro_auprc,0.5546076032647657
PDRF_RS,validation_selected,all,nll,2.388988858561139
PDRF_RS,validation_selected,all,brier,0.7319308568991704
PDRF_RS,validation_selected,all,ece15,0.3023138531132863
PDRF_RS,validation_selected,affected,accuracy,0.4725212464589235
PDRF_RS,validation_selected,affected,macro_f1,0.470326759268402
PDRF_RS,validation_selected,affected,macro_auroc,0.7841430516666588
PDRF_RS,validation_selected,affected,macro_auprc,0.4914007399675677
PDRF_RS,validation_selected,affected,nll,3.067180627751961
PDRF_RS,validation_selected,affected,brier,0.870311652924605
PDRF_RS,validation_selected,affected,ece15,0.37821028730686934
PDRF_RS,validation_selected,unaffected,accuracy,0.5859946133128127
PDRF_RS,validation_selected,unaffected,macro_f1,0.5513590758079201
PDRF_RS,validation_selected,unaffected,macro_auroc,0.8594130527469113
PDRF_RS,validation_selected,unaffected,macro_auprc,0.6103279141466725
PDRF_RS,validation_selected,unaffected,nll,1.9284238440856478
PDRF_RS,validation_selected,unaffected,brier,0.637955441360543
PDRF_RS,validation_selected,unaffected,ece15,0.2511064629914349
