score_clean,score_degraded,weight_clean,weight_degraded
-1.7545655,2.9999826,0.55084705,0.27199122
-1.4031055,2.7123563,0.27262083,0.11813287
-1.4955556,2.9999833,0.3591582,0.15408632
-1.3880905,2.9999797,0.2706978,0.11025857
-1.8346249,2.5920405,0.2906796,0.11933402
-1.1046667,2.998669,0.3721533,0.17525618
-1.7989959,2.979712,0.28100106,0.10581898
-1.4446615,2.9940193,0.265172,0.106316805
-1.7500129,2.9804037,0.2806366,0.10679451
-1.5430866,2.7954497,0.37598825,0.16920875
-0.9780104,2.9799247,0.26940364,0.120560385
-1.5638884,2.9997113,0.29811266,0.11949705
-1.3682522,2.9999819,0.37862965,0.16974618
-1.3801535,2.9914389,0.5658062,0.30403906
-1.4633625,2.9892423,0.37902817,0.16702971
-1.7393241,2.99935,0.2794043,0.10601704
-1.8433614,2.9842718,0.29106256,0.109375365
-1.6538856,2.999099,0.5561027,0.28132743
-1.571856,2.997711,0.28591126,0.1132749
-1.4658339,2.9354284,0.36930618,0.16307695
-1.7388128,2.9534154,0.3629047,0.1498426
-1.5110217,-0.03697402,0.38399592,0.3012961
-1.7370541,2.858569,0.50589824,0.24502738
-1.1282209,2.9077694,0.25912187,0.11309242
-1.8038378,2.8560743,0.506278,0.2423452
-1.8094847,2.9604037,0.2849658,0.10789424
-1.3457757,2.994124,0.34228748,0.14955546
-1.3734647,2.9978142,0.25888854,0.104839444
-1.7789693,2.9866123,0.28023592,0.10577085
-1.4273641,2.9647024,0.28133467,0.115488194
-1.8667641,2.959132,0.29080832,0.10929765
-1.4515016,2.97928,0.29058006,0.11917521
-0.9762134,2.9951787,0.26852027,0.11972982
-1.3784536,2.9985337,0.32480222,0.13871115
-1.8486009,2.9921315,0.29063526,0.108855635
-0.97783417,2.9999995,0.3603197,0.17243958
-1.1458292,2.181067,0.37503594,0.20711625
-1.2608523,2.999987,0.5317326,0.28128257
-1.8258879,2.9894423,0.3650735,0.14713596
-1.3535817,2.6764345,0.3215519,0.14752413
-1.8425667,2.9976127,0.5731781,0.28593385
-1.3921005,2.9988575,0.28349167,0.11660847
-1.3014301,2.9905448,0.33824623,0.14879125
-0.79509795,2.9997246,0.25454438,0.11678581
-1.8078536,2.9993222,0.3905748,0.1615567
-1.776451,2.9801118,0.28725347,0.10930095
-0.773391,2.8858213,0.2616581,0.12431679
-1.4563907,2.9995964,0.33993915,0.1446044
-1.2378047,2.9999707,0.3571572,0.16149206
-0.87591755,2.9999819,0.25998515,0.11763486
-1.38746,2.9966307,0.26804647,0.10904052
-1.1930623,2.993558,0.31947052,0.14150313
-0.8660251,2.9806037,0.254749,0.11556667
-1.2631576,3.0,0.25548407,0.105706885
-1.4730147,2.9996893,0.3528611,0.1512716
-0.8895301,2.9999554,1.0,1.0
-1.4220226,2.9765668,0.27054057,0.10992287
-1.2462261,2.9999619,0.26823652,0.11253195
-0.9325757,2.9999459,0.3725597,0.18177293
-1.5433284,2.9984531,0.28263575,0.11235881
-1.3883011,2.9572535,0.33621392,0.14596555
-1.0937525,2.998456,0.25655928,0.11036862
-1.0472182,2.9991887,0.26388508,0.11532417
-1.549164,2.2021806,0.3701302,0.18701945
-1.1254346,2.8572173,0.259439,0.11460429
-1.6331322,2.995537,0.36241156,0.15160348
-0.959328,2.999955,0.34396118,0.1630767
-1.6396827,2.9995883,0.37940347,0.1608525
-1.673974,2.9871306,0.38362616,0.16253836
-1.5995982,2.998562,0.37943372,0.16226205
-1.0990623,2.999967,0.31643227,0.14246398
-0.9816937,2.9995172,0.271316,0.12097188
-1.0175245,2.9997165,0.26251277,0.11534611
-0.97833234,2.9998608,0.3744774,0.1812941
-1.6188657,3.0,0.36657047,0.1542467
-1.0711143,2.8797717,0.37216642,0.18084167
-1.6533024,2.9995003,0.38824135,0.16549313
-1.1263263,2.999968,0.3730229,0.17496446
-1.5999956,2.9802923,0.36587694,0.15511706
-1.4147617,2.9960065,0.34278068,0.14759134
-1.5496447,2.9999738,0.29259068,0.11709423
-1.6596762,2.9999883,0.2850539,0.11061792
-1.1319678,2.993026,0.35089004,0.16159913
-1.5790837,0.81098485,0.27964973,0.1759956
-1.3193047,2.997117,0.26678428,0.11006229
-1.1024876,2.9998627,0.26786837,0.115981
-1.4579931,2.7238474,0.26929155,0.114692524
-1.5840933,2.9822128,0.37870222,0.16292323
-1.7405014,3.0,0.37343475,0.15412143
-1.1032315,2.946695,0.34248376,0.15912849
-1.6574013,2.9939046,0.28171423,0.10921344
-1.6615834,2.9995,0.3669351,0.15307829
-1.1234634,2.9968138,0.26003385,0.11146514
-1.0944514,2.9998202,0.267228,0.1158531
-1.4454176,2.9995399,0.54712933,0.28451785
-1.4661403,2.9996428,0.5823925,0.31349224
-1.7126155,2.9999926,0.2814667,0.107613824
-1.4621032,2.9999151,0.35468838,0.15264584
-1.650345,2.9935477,0.36354625,0.15174519
-1.6614435,2.9976015,0.37010106,0.1549171
-1.137341,2.9869525,0.27137986,0.11725281
-1.0987799,2.999141,0.27032998,0.11738508
-1.4127874,2.9999974,0.3424886,0.1473649
-1.6573845,1.8131844,0.36767876,0.19626085
-1.2887595,2.985271,0.33040413,0.14493832
-1.1729734,2.9999266,0.27292013,0.11680065
-1.4358294,2.9170933,0.27580085,0.11368731
-1.6755176,2.8852334,0.3701769,0.15820488
-0.9792882,2.9967792,0.27135977,0.12113227
-1.3131813,2.9999712,0.2593337,0.10643139
-1.1148045,2.988094,0.2707239,0.117462985
-1.4541813,2.999954,0.2694419,0.10803324
-1.7405287,2.8873463,0.52513266,0.25800693
-1.4941379,2.999836,0.37691918,0.16435997
-1.3463583,2.9999995,0.2716137,0.111744925
-1.686464,2.9999495,0.5540358,0.2779581
-1.6346972,2.9874992,0.2807443,0.10945484
-1.7760143,2.9999628,0.3743297,0.15346475
-1.4267063,2.9999819,0.27065888,0.1092958
-1.5512025,2.9996758,0.2967276,0.11913476
-0.78669643,2.953536,0.31201482,0.15112883
-1.1078215,2.999969,0.35104278,0.16227378
-0.8872615,2.9989588,0.25321802,0.11374179
1.9078442,2.8505397,0.18931867,0.1557604
1.2126801,2.9053855,0.22652905,0.160948
-1.1422776,2.9993415,0.35953385,0.16620123
-1.1611278,2.9908345,0.64165616,0.38807026
0.83729964,2.999298,0.41038144,0.2884573
-0.48028448,2.9980855,0.22971322,0.11110299
1.1360093,2.9999244,0.16200638,0.108191036
1.6746902,2.999467,0.20566055,0.1567676
0.82865286,2.9999995,0.17674933,0.11092129
0.37815848,2.9997878,0.25930122,0.15381193
2.747676,2.993976,0.11105353,0.1051188
-0.89229065,2.9999864,0.32456836,0.153693
-1.024225,2.98692,0.3222999,0.14855132
-0.9263862,2.9810379,0.54544604,0.31118852
-0.8555478,2.9999998,0.30266175,0.14202869
-1.7230389,2.9999824,0.30276516,0.117645286
-0.93733525,2.999977,0.33756977,0.15996735
0.88534975,2.98752,0.1489058,0.09374422
-0.97603536,2.9884038,0.519822,0.2866357
1.4584532,2.9939957,0.13792601,0.0982777
1.6506977,2.9912813,0.12697358,0.09422267
-0.86341035,2.750461,0.30164757,0.14894086
-1.0280821,2.995479,0.3490676,0.1639632
1.3470771,2.9980009,0.13720334,0.095224805
-0.90815556,2.9988053,0.29150435,0.13414116
-0.94678366,2.9999952,0.2465662,0.10873719
-1.8457906,2.9993794,0.30086923,0.11360305
-1.4171171,2.9998546,0.2793003,0.1138325
-1.1845264,2.9999492,0.2711858,0.11560408
-1.2249937,2.9999905,0.26111874,0.10944642
-1.5455221,2.9934826,0.27938,0.11083007
-1.1755263,2.9981852,0.27462178,0.117665395
-1.0420771,2.9999993,0.3762391,0.1800422
-1.4611676,2.9989886,0.37311158,0.16329268
-1.2065922,2.9997168,0.34258023,0.1540225
-1.6056014,2.99969,0.36605647,0.15440062
-1.4245855,2.999998,0.37800804,0.16740131
-1.0849289,2.986048,0.2719739,0.118953794
-1.1975523,2.9995184,0.26376203,0.11147387
-1.6392081,2.998258,0.30034927,0.11867875
-1.75505,2.9412286,0.30565983,0.1197754
-1.2259502,2.9998574,0.36522505,0.16669852
-1.6464633,-0.43301967,0.37247577,0.3047094
-1.2080412,2.9999874,0.27277148,0.115821004
-1.6344919,2.9999266,0.37372425,0.15777498
-1.1579285,2.9999952,0.27585527,0.11872123
-0.9889224,2.9696634,1.0,1.0
-1.4831573,2.9999976,0.30240062,0.12382669
-1.5108831,2.9828246,0.30529824,0.1250317
-1.3952107,2.99961,0.27827996,0.11387923
-1.7135217,2.9999807,0.30910733,0.121034354
-1.2186996,2.990199,0.26732412,0.11299908
-1.7181256,2.9999936,0.5444813,0.2687187
-1.5863311,2.9253879,0.29432106,0.11894919
-0.9666325,2.9986994,0.36935186,0.17853111
-1.2843423,2.9999363,0.3646631,0.16434456
-1.3008827,2.9999812,0.35954127,0.16076167
-1.6217241,2.9999666,0.3989094,0.17286827
-1.7106266,2.9315643,0.5982285,0.3181128
-1.1948408,2.99997,0.33722255,0.15130542
-0.95773834,2.999596,0.26875743,0.12022835
-1.2954128,2.9995377,0.3666106,0.16513278
-1.0725597,2.8877394,0.2732452,0.122572206
-1.3719355,2.534416,0.36390013,0.17725398
-1.590965,2.9992852,0.3871299,0.16701177
-1.0896653,2.997685,0.27540383,0.12034008
-1.1644388,2.9999382,0.27131772,0.11618731
-1.3587487,2.8705754,0.40370277,0.19040334
-1.2074995,2.9995103,0.32229263,0.14245981
-0.6676423,2.975888,0.34862807,0.17712368
1.4242169,2.980018,0.13759497,0.09758409
2.9857402,2.9998395,0.089421876,0.08913528
-1.0154027,2.9872632,0.24331273,0.10571583
-1.3777089,2.9998944,0.2500371,0.10039753
-1.7446786,2.9999988,0.5641644,0.2833126
-0.15229456,2.9991744,0.20646559,0.10581404
-2.0269508,2.9999135,0.32265446,0.11937986
1.8848108,2.9976704,0.12371728,0.09657224
-1.1698291,2.9994218,0.5439585,0.29608238
2.840579,1.970537,0.14158483,0.17013395
-2.0100489,2.9999077,0.3107505,0.11414314
-1.0310373,2.9999318,0.24393097,0.10536458
-0.24305847,2.741643,0.18968594,0.09990977
-0.838647,2.9867494,0.23702663,0.1066525
-0.7420647,2.999949,0.21187098,0.095419556
-1.0309179,2.9999979,0.24459225,0.10570401
1.4500167,2.9979463,0.13150911,0.093243174
-2.0396945,2.9832082,0.39206776,0.15520404
0.16909412,2.9970865,0.18537214,0.10089096
1.4564079,2.9978158,0.12880442,0.091378085
-0.89960265,2.999999,0.30836675,0.14397418
-1.960238,2.9991407,0.28604496,0.10391
-0.06878741,2.999896,0.18052405,0.09279531
2.0750043,2.9980037,0.116056204,0.09439896
-0.42118424,2.8669672,0.25304067,0.1296002
-0.993525,2.978214,0.34207806,0.16151723
-0.8820192,2.9998934,0.2395676,0.106640115
0.54530656,2.530639,0.2130987,0.14152509
-0.3989964,2.9999557,0.27468437,0.13934724
-1.0404443,3.0,0.2518293,0.10919493
-1.1660161,2.9942167,0.23731598,0.099078156
-1.0369952,2.9886909,0.22762634,0.097247906
-1.6644063,2.9997146,0.26235908,0.099770844
-0.8377127,2.9993496,0.23166846,0.103569336
-0.67076004,2.999865,0.22764422,0.10533369
-0.016256055,2.0370846,0.23431343,0.15479882
-1.2621671,2.9884539,0.26147756,0.10900374
-0.94104385,2.997686,0.33572757,0.1588146
-1.5442669,2.9778566,0.33329463,0.13897228
-0.6614576,2.9999986,0.22726247,0.10534496
-0.99111176,2.999699,0.2535174,0.11128892
-0.42912352,2.9999485,0.320599,0.16682634
-1.4216181,2.9838324,0.37988654,0.16918808
0.76370806,1.3761895,0.15605961,0.13693729
-0.8594103,2.9989624,0.23848344,0.106632926
-1.0127507,2.9981153,0.25194335,0.109975524
-0.33445597,2.9999995,0.21082637,0.10399853
-0.07625436,2.9202766,0.24413069,0.13246956
-1.065587,2.9995036,0.5015059,0.26693115
2.480519,1.9324114,0.10769278,0.12158548
-1.3459277,2.999979,0.24896823,0.10059785
-0.5148111,2.9564207,0.28121713,0.14109315
-1.0940933,2.3233645,0.24942276,0.12389432
-0.8623539,2.999396,0.28565687,0.13215822
-0.52223265,2.9850135,0.3157212,0.16106606
-1.0157547,2.996331,0.24587065,0.10680694
-1.3967707,3.0,0.3657667,0.16116112
2.2611036,2.9403236,0.30546308,0.27067092
-1.0429885,2.9997535,0.3024729,0.13631552
-0.30192256,2.999721,0.20646812,0.102315396
0.22774944,2.9999776,0.272325,0.1576371
-1.0902406,2.9825373,0.24673854,0.10580958
-1.0400336,2.9998872,0.34259576,0.15953016
-0.91953623,2.9999328,0.243764,0.107934
0.17219155,2.985378,0.16838299,0.09108755
-0.8278218,2.4049425,0.51866424,0.32442728
-1.6269433,2.9599004,0.45778227,0.21148705
-0.898687,2.9957013,0.23973599,0.106431186
-1.150865,2.99879,0.32529086,0.14591883
-0.68001485,2.9999485,0.27833563,0.13322693
-0.89022386,2.992844,0.2894476,0.13367654
-1.5984538,2.999989,0.24683009,0.09404627
-1.0474162,2.9992805,0.48480922,0.2549363
-0.67074704,2.9848044,0.44220442,0.24120064
-0.47877514,2.9998164,0.27273378,0.13582073
-1.1264566,2.999954,0.32692224,0.14757594
-1.0523541,2.9975061,0.24690506,0.10643805
-0.9312054,2.9996126,0.24157014,0.10651963
-1.038783,2.9997382,0.35688245,0.16818418
-0.18018386,2.9923315,0.23364499,0.121215306
1.1948371,2.9988008,0.21920736,0.15170605
-1.0111017,2.9999042,0.24681929,0.10732123
-0.9508655,2.9620967,0.3074611,0.14304131
-1.694886,2.9985447,0.25147703,0.09413948
-0.90259856,2.9999354,0.24081312,0.10679927
-0.9428959,1.3218191,0.24510984,0.1556385
-1.8572634,2.9979222,0.34947833,0.13762835
1.5486585,2.9548798,0.12596525,0.09206571
-1.512493,2.9999993,0.43695045,0.20074075
-1.1588743,2.9979625,0.24882457,0.10488381
0.8019681,2.9907568,0.14748144,0.09098311
-1.6980159,2.9893336,0.36015064,0.14848314
-0.85159504,2.9999633,0.3034735,0.14261955
-0.70166993,2.9998631,0.31785354,0.15590253
-0.72964543,2.6288419,0.20546517,0.10046196
0.15927991,-1.1588494,0.22715601,0.29009807
-0.7438914,2.9996157,0.32076302,0.15628356
-0.9165909,2.9998722,0.24466564,0.108477905
-0.68155545,2.909139,0.28516474,0.13983528
-0.75183445,2.9999952,0.22910254,0.10420579
-0.9996487,2.999974,0.24500541,0.10665858
-1.0823319,2.7455282,0.39814383,0.20259233
-0.94559765,2.9740152,0.3072167,0.14269708
-0.6541907,2.9976044,0.30354398,0.14887817
-1.4479749,2.999852,0.23746188,0.09291069
-1.6282091,2.9827027,0.3111425,0.12482496
0.66639113,2.9999995,0.15231402,0.09112561
-1.5683768,2.9827266,0.24207841,0.092869245
-0.6045089,2.9999905,0.19828604,0.091274954
-0.89489067,2.9918401,0.24346803,0.108569026
-0.6004503,2.6297295,0.19939661,0.09996489
-0.89197993,2.9984486,0.24215676,0.10779176
-1.4335098,2.9990826,0.24185015,0.095288165
-0.9546665,2.9908779,0.34271848,0.16279338
-0.912956,2.9988642,0.30291983,0.14047053
-0.6784757,2.9999163,0.31941304,0.15761675
-0.8476569,2.9814527,0.26193026,0.11991479
-0.8187609,2.9999995,0.3159165,0.15093428
-0.030271247,2.9932768,0.2359933,0.12667751
-0.973489,2.9999986,0.48574924,0.25915015
-0.9386778,2.9910073,0.21303244,0.092024386
-0.72670615,2.8776817,0.32175446,0.16153951
-0.99469745,2.9997807,0.25124773,0.11001496
-0.6304604,2.9999344,0.22054586,0.10246904
1.0357258,2.9956248,0.39006397,0.28150308
1.4703252,2.807497,0.12790325,0.09501194
-1.0130427,2.944499,0.24699491,0.108699955
-0.7271838,2.9999683,0.22824037,0.104325436
-0.17568767,2.9999995,0.2365534,0.122863255
-0.8880392,2.9999924,0.30244988,0.14092039
-0.5625968,2.9999988,0.2940618,0.14599228
-0.8434979,2.9962783,0.23359005,0.1045095
-0.8580401,2.9999132,0.24065843,0.10778569
-0.9878767,2.997765,0.34093294,0.16036029
-0.9042887,2.9999988,0.44248736,0.23020658
-1.1966441,2.9999475,0.4841561,0.2473968
-0.8978052,2.9323864,0.23594856,0.10597133
-1.1720307,2.9680276,0.27741557,0.120010346
-1.5473711,2.9964118,0.36497995,0.15580742
-1.5873402,2.959015,0.24659917,0.0950547
-1.4474355,2.9989903,0.31058824,0.12909582
-0.9964994,2.9999967,0.33396843,0.15585282
-1.1188319,2.9878948,0.33557454,0.15319481
-1.6297052,2.9985576,0.24819967,0.094037615
-1.1672661,2.9960718,0.3353774,0.15125427
-0.8465815,2.9999332,0.47253022,0.2550954
-0.8032674,2.9999795,0.3250803,0.156919
-0.94909537,3.0,0.26165172,0.116636425
-1.2159319,2.9997814,0.25024992,0.104218386
-0.9999513,2.999842,0.24886326,0.10864739
-0.9522332,2.9449444,0.23524807,0.10403208
2.4398425,2.9958797,0.10442181,0.092118315
-0.6929291,2.9998941,0.30468723,0.14826405
-0.63805133,2.9999888,0.21313614,0.09835529
-0.97662437,2.9988194,0.3443569,0.16276479
-0.93047386,2.9999974,0.23270226,0.10195094
0.8899195,2.8608046,0.1454936,0.094224334
-0.52135026,2.7460039,0.29147482,0.15380418
-0.38664943,2.9941819,0.28278342,0.14480959
-0.78728485,2.9984639,0.2773683,0.12965749
-0.60876393,2.9999697,0.21288344,0.09887256
-0.10200706,1.9447942,0.17871845,0.1153976
2.9321313,3.0,0.09401187,0.09257664
2.354185,2.999543,0.10491663,0.09070226
-0.38296607,2.9999995,0.20329,0.09871375
-0.08423745,2.983312,0.2441386,0.13044733
-0.99909115,2.9994793,0.25127295,0.10992794
-1.0391145,2.9986415,0.32662883,0.15021558
-0.9848738,2.9953504,0.5572718,0.31757054
-1.2962185,2.9999666,0.5568424,0.30033782
-1.1278532,2.9983609,0.2802178,0.12185981
-1.3895082,2.99844,0.24709491,0.09875334
-0.2017415,2.9477508,0.18502143,0.09363285
-0.96611536,2.9954898,0.23947938,0.10471147
-0.7796452,1.0300469,0.20831428,0.14337465
-1.5397546,2.6837256,0.32102433,0.14125097
-0.771018,2.9987702,0.46522126,0.25316802
-1.2365208,2.9999986,0.22889133,0.093323655
0.24000044,2.9989984,0.22362512,0.12626284
1.8203326,2.9999692,0.16873096,0.13129497
-1.1920062,2.9969435,0.25432467,0.10688937
-0.9427583,2.9999995,0.2468653,0.108990856
2.895812,2.9995873,0.26904035,0.26396897
-0.6750002,2.999412,0.31531274,0.1552505
-0.6645325,2.9942567,0.29608014,0.14421281
2.9772108,2.9999714,0.18066855,0.1798278
-0.9618443,2.9748678,0.5603175,0.32262656
-0.69579476,3.0,0.31769988,0.15599808
-0.79661024,2.9957623,0.23661138,0.10722154
-0.791142,2.9956374,0.29163915,0.13774684
-0.6121133,2.3736289,0.3547226,0.20672512
2.9209743,2.9623325,0.12993352,0.1287691
2.994999,2.992989,0.102739304,0.10278564
1.6233051,2.999993,0.27649486,0.2131423
2.4226623,2.9985828,0.2227993,0.19886434
2.7945232,2.7531552,0.2786236,0.280707
2.7846599,2.99994,0.14018437,0.13382204
-1.0228286,2.9990687,0.24428827,0.105761565
-1.063845,2.9923735,0.2551083,0.110503815
2.988961,2.9993165,0.11511931,0.11485586
-0.65660036,2.9999988,0.46187145,0.25598148
-0.80128366,2.9998534,0.24176596,0.10974912
-0.66357327,2.9999855,0.31789434,0.15718088
-0.9279041,2.999969,0.2984954,0.13747273
-0.92543197,2.984384,0.26496047,0.11943435
-0.7047318,2.9999988,0.25441596,0.1190581
-0.8668254,2.9999576,0.24211186,0.108337946
-0.92074585,2.978042,0.26372278,0.11905547
1.5973377,2.9999864,0.17900304,0.13310508
-0.9244042,2.9986672,0.24318103,0.10754318
2.5718741,2.9986877,0.22201818,0.2041351
-1.0127002,2.9999719,0.47422373,0.24854927
-0.99605525,2.9305878,0.4784712,0.2558161
2.899241,2.999968,0.18086515,0.17716435
-1.0635275,2.999949,0.24647292,0.10589436
2.992783,2.992291,0.10316044,0.10317183
-1.0040948,2.999877,0.37906888,0.18324798
-1.091309,2.9999678,0.5494476,0.30483463
-0.88161224,2.999732,0.49070564,0.26746592
-1.8331845,2.9794166,0.31215948,0.11991947
-1.0177354,2.999948,0.258075,0.11300384
-0.879302,2.9999962,0.47397548,0.25463998
-1.8253317,2.9991646,0.36461872,0.14660291
-1.3165487,2.998992,0.2810767,0.11732469
-0.9093957,2.9973283,0.3147622,0.14746423
-1.7783341,2.9966686,0.3921278,0.16353913
-0.98719597,2.999494,0.27240697,0.12141298
-0.9970635,3.0,0.36590695,0.1752188
-0.9145658,2.9930036,0.25221905,0.112674944
-0.8898992,2.9999313,0.35738587,0.1737635
-1.0060134,2.9995737,0.56779593,0.32551682
-0.83863604,2.9996371,0.47149017,0.25469413
-0.8712274,2.999822,0.25071266,0.11278768
-1.8356843,2.1468391,0.31644598,0.14606741
-0.9402956,2.9932065,0.31746057,0.14819328
-1.3281953,2.9948506,0.35929677,0.15987222
-1.8112473,2.9998624,0.31361392,0.12067483
-1.834841,2.986299,0.30761188,0.11747175
-0.8992121,2.9815218,0.34860817,0.16863304
-0.9119863,2.9999962,0.31596142,0.14799805
-1.2977448,2.9949267,0.3644689,0.16394167
-0.9848561,2.9999998,0.33016407,0.15398824
-0.8951889,2.9999313,0.34907508,0.16841708
-0.89651704,2.9999993,0.2528867,0.113306366
-0.9334268,2.9814355,0.25520602,0.11407745
-1.0130919,2.7688835,0.25978717,0.11998534
-1.8334665,2.6087735,0.30906817,0.12841578
-0.8444987,2.9994445,0.34946805,0.17046092
-1.7925105,2.808523,0.3148681,0.12700361
-0.92639387,2.9983442,0.33206606,0.15709017
-0.981642,2.9973607,0.2684489,0.1194912
-1.8336564,2.9925208,0.3111797,0.11908179
-1.120055,2.999891,0.27472055,0.1191201
1.2895577,2.9938817,0.19973418,0.14015085
2.8856263,2.9997356,0.1787285,0.17457944
-0.006499846,2.9999945,0.25598666,0.1396071
-0.2960992,2.9897065,0.23895119,0.12133061
2.7557704,2.9698591,0.2275554,0.21828496
-0.5667008,2.7367353,0.51693803,0.31906307
2.9892826,2.9999952,0.2160451,0.21559183
-0.8084169,2.9999394,0.3252826,0.15687199
1.7025216,2.999888,0.2756781,0.21579465
0.12102413,2.9999998,0.2453253,0.1366443
-0.2844597,2.999917,0.24231389,0.12334488
2.9641395,2.9999862,0.17621434,0.1749172
1.6707702,2.9948986,0.49922302,0.41723365
2.9968436,2.9999626,0.18240988,0.18229364
2.9801364,2.9796207,0.1809002,0.18091929
0.85214156,2.9991283,0.29808864,0.1989033
0.27815872,2.9999065,0.2876498,0.16976935
2.9954734,2.9999988,0.25616196,0.25594646
0.8795643,2.9532561,0.21420798,0.13965388
-0.75762844,2.9851508,0.32211858,0.15712892
2.8899293,2.3069954,0.16953975,0.1910566
0.079736784,2.9999998,0.4509556,0.28355888
-0.31494397,2.7917118,0.24251951,0.1283553
2.97775,3.0,0.21927926,0.21832846
0.17969573,2.9861348,0.28976068,0.16823944
-0.18636549,2.9993882,0.23704822,0.1228871
2.4742982,2.9993792,0.310266,0.28289503
-0.7429416,2.6960142,0.24762943,0.12227779
2.9952784,2.999966,0.18279453,0.18261951
0.23151429,2.9427643,0.23381379,0.13415469
-0.65935946,2.9997513,0.3173633,0.15700369
0.0056158537,2.9999478,0.2527965,0.13796027
-0.2877552,2.993236,0.47413558,0.28418466
0.5542729,2.9954917,0.53428483,0.38391826
-0.3851145,2.9997938,0.2338123,0.11576757
2.9901881,2.9511814,0.34483895,0.34704542
1.9371325,2.9994435,0.1781631,0.14253162
1.2380393,2.9993725,0.2842553,0.20362598
2.6415331,2.9999995,0.1809838,0.16807765
0.42223004,2.82163,0.3385993,0.21936126
-0.8284954,2.9964976,0.3475384,0.16992973
-0.38757128,2.995798,0.5243071,0.32114005
1.9031528,2.9978309,0.21411192,0.17164905
-0.0094875675,2.9998622,0.20000958,0.10540397
2.99994,3.0,0.15127116,0.15126924
2.9998474,2.9997437,0.14802165,0.14802492
2.9999218,2.9999962,0.097932264,0.09793062
2.9645429,2.99969,0.3217975,0.31988284
-1.1195807,2.9999034,0.3657044,0.17071606
1.9166734,2.9978104,0.13559806,0.10691698
-0.2768971,2.944389,0.23277134,0.11940784
1.8957853,2.9995954,0.13507633,0.10595385
-1.147685,2.9999619,0.36830398,0.17130432
-1.1045793,2.999967,0.4806857,0.24909738
2.9041126,2.9963884,0.16487274,0.16172087
1.7398434,2.9990811,0.13692392,0.1037824
0.7590463,2.9937582,0.33155185,0.22099927
-0.45292827,2.999989,0.3397802,0.1783593
-1.0850496,2.9975786,0.31045282,0.1395947
-0.36388794,2.9999666,0.30835322,0.16127215
-0.62714237,2.9999993,0.45226595,0.25005764
1.1672227,2.9925666,0.15747389,0.10588499
-1.1495657,2.9934201,0.33655864,0.15259199
-0.38081548,2.9945116,0.23600218,0.11726841
2.99966,2.9997008,0.15374729,0.15374598
2.945431,2.9992368,0.1806346,0.17865224
-1.1773249,2.9999945,0.26868457,0.11449402
1.7097938,2.999812,0.18125479,0.13819377
2.995592,2.9996688,0.10388231,0.10378748
0.3072664,2.9881897,0.260175,0.15247883
2.9998965,2.99954,0.09836746,0.09837537
-0.9665449,2.9999945,0.24011955,0.10492524
-1.1320384,2.998158,0.26407066,0.113300115
2.9991205,3.0,0.16406359,0.16403343
2.9998167,2.9999993,0.09886457,0.0988605
2.459959,2.9996476,0.13563526,0.12058017
-0.26034302,2.9921937,0.30238703,0.16123186
2.9999666,3.0,0.10126569,0.101264924
2.9566991,2.956081,0.12308746,0.12310413
-1.1771355,2.9985788,0.26801166,0.11418756
-0.71181375,2.9999347,0.25327092,0.11824247
-0.4152441,3.0,0.24379121,0.12070019
-0.8047726,2.9975202,0.37438706,0.187854
-0.66606027,2.9999719,0.32860726,0.16369355
-0.97970307,2.998949,0.36706623,0.17660995
-0.93687004,2.8037636,0.26376697,0.123289764
-0.9197132,2.9999998,0.31135768,0.14508182
-1.1657565,2.9999888,0.38716462,0.18232374
-0.92585224,2.9978833,0.2612381,0.11706964
-0.6193859,2.999786,0.23999941,0.11329919
-1.7896698,2.9999137,0.37960327,0.1559563
-0.6485461,2.9989436,0.31925747,0.15854973
-1.7792366,2.736732,0.41428432,0.18614231
-1.0017757,2.9993753,0.2501278,0.10927007
-1.7316148,2.999958,0.31572396,0.12385867
-1.0166699,2.956921,0.51798487,0.28466716
-1.7057874,2.994272,0.31699824,0.12536076
-0.58716863,2.9999964,0.31604728,0.1585858
-0.962243,2.986452,0.2644389,0.11813644
-0.65290236,2.9997423,0.3197666,0.15869024
-0.65502375,2.9991026,0.34434843,0.17400466
-0.9501002,2.9989257,0.33671612,0.15906261
-0.5845747,2.9987628,0.2544614,0.12230381
-1.7763419,2.999569,0.56364626,0.28130367
-0.6567076,2.9999995,0.51310414,0.29697424
-0.943627,2.9962523,0.3486173,0.16657577
-1.0470667,2.9977279,0.51879865,0.28171542
-1.7117903,2.9924219,0.3197678,0.12665188
-1.696553,2.9984584,0.42712998,0.18734981
-0.88859916,2.9984887,0.25306916,0.11364058
-0.74182,2.969728,0.35660145,0.17975143
-1.639983,2.991785,0.37037948,0.1559691
-0.78176904,2.9999924,0.33552888,0.16400528
-0.999243,2.999969,0.26230136,0.11569502
-1.2294279,2.9999886,0.2829067,0.120527655
-1.6060488,2.998851,0.2955566,0.11714252
-1.0370439,2.9924388,0.26114428,0.11431534
-1.2868629,2.9994113,0.28098696,0.11803827
-1.7785146,2.997542,0.31468534,0.12214002
-1.0602914,2.998331,0.48554653,0.25493068
-1.281846,2.9999425,0.28252143,0.11894742
-1.782702,2.8360708,0.3161203,0.12715487
-1.071008,2.9937484,0.37842563,0.18057968
-0.90883505,2.9999232,0.27242205,0.12351485
-1.6972214,2.919486,0.39734465,0.17211403
-1.0233155,2.9999962,0.26130703,0.114557125
