score_clean,score_degraded,weight_clean,weight_degraded
0.67585313,2.9971018,0.17753059,0.10779347
-1.7226415,2.9999926,0.28257716,0.1079001
0.6543922,2.803943,0.17607927,0.11100388
-0.1665326,2.9999971,0.20759289,0.10610788
-1.5549922,2.9997516,0.27031538,0.10605286
-1.566306,2.9996662,0.27132195,0.106270164
-1.6085031,2.9973962,0.3580553,0.14991222
-1.567115,2.422551,0.27044633,0.120280586
-1.079691,2.9673522,0.25102967,0.10862254
-0.19022875,2.9970589,0.30124712,0.16271175
-1.0442569,2.99998,0.24930869,0.10780487
-0.99937236,2.975282,0.24716003,0.108371906
-1.5980197,2.98331,0.34590787,0.14400603
-1.0915384,2.9007442,0.25435948,0.11169277
-1.0695856,2.9979548,0.2522622,0.108760156
-1.6129448,2.9907916,0.3492453,0.1451334
-1.4524449,2.9940624,0.35065112,0.15086854
-1.5894052,2.999949,0.3555137,0.1490301
-1.1269978,2.9999995,0.25379488,0.108107105
-1.6451086,2.999958,0.48872998,0.23034672
-1.5903859,2.9996815,0.2726691,0.10634422
-1.0683239,2.9998724,0.25106844,0.10813147
-1.5852895,2.9995816,0.27257892,0.106424496
-1.0820023,2.9975934,0.3375847,0.15525378
-1.1231234,2.9992106,0.25321853,0.10792602
-1.0524471,2.9995968,0.48881066,0.25773475
-1.0833783,2.9999754,0.2514661,0.10796996
-0.2577945,2.9938488,0.28844044,0.15240243
0.23452854,2.999755,0.24691212,0.141067
-0.1528656,2.999993,0.20245907,0.1034737
-0.90045136,2.9646137,0.44764826,0.23569229
-1.1508489,2.9991193,0.33927554,0.15394144
-1.2056609,2.8242922,0.341758,0.15936533
-0.87075937,2.996293,0.23339565,0.103771985
-1.0686173,2.9995596,0.24719197,0.10614958
1.3100655,2.9999924,0.14888576,0.102859475
-0.77440506,2.9612126,0.31508768,0.15311907
-1.0275738,2.8822112,0.32113993,0.15110195
0.19350776,2.999944,0.18800123,0.102969274
-0.83795846,2.99748,0.32354423,0.15493724
2.2437584,2.997519,0.29086098,0.25357294
-0.61500686,2.9998775,0.2210392,0.10309106
2.839666,2.9999151,0.110765345,0.10688045
0.15186915,2.9993334,0.2609681,0.14769326
-0.73965275,2.9999924,0.22489215,0.10226637
-0.98153794,2.9994988,0.23629448,0.102627724
-0.98184067,2.9999995,0.32256564,0.14963509
-0.8621361,2.9974852,0.23255299,0.103506505
-1.267484,2.9487891,0.25842687,0.108299546
-1.3053976,2.9998736,0.5017203,0.25551024
-1.2872505,2.999982,0.25824955,0.10651016
-1.269466,2.7290637,0.2587566,0.113843046
-1.239829,2.9995751,0.25283483,0.10494949
-1.2453129,2.8614705,0.25477442,0.1090964
-1.2602144,2.999972,0.32226658,0.14082898
-1.2150252,2.999642,0.2534483,0.10583852
-1.2261835,2.990262,0.2530201,0.10558244
-1.2481626,2.990709,0.35038546,0.15748471
-1.2427788,2.9990306,0.2539364,0.105441
-1.2420579,2.999898,0.25330624,0.10512395
-1.2278811,2.9999995,0.5545469,0.301975
-1.2445087,2.9999447,0.31833243,0.13912709
-1.1590586,2.1600742,0.35742313,0.19523455
-1.1500095,2.8844879,0.3578782,0.1689328
-1.1287426,2.9999976,0.26102257,0.111764245
-1.1392112,2.7884965,0.26227856,0.1175243
-1.1033831,2.9999952,0.26134363,0.11256132
-1.1140928,2.993687,0.2612032,0.11237885
-1.096913,2.9776208,0.2571289,0.111097574
-1.1028835,2.9999995,0.25741136,0.11054486
-1.1191856,2.999436,0.2588972,0.110921405
-1.1168644,2.9999309,0.3543952,0.16397102
-1.1140332,2.941045,0.34744522,0.1619137
-1.1187485,2.9889956,0.5366155,0.29313397
-1.095727,2.9994354,0.3456785,0.15950975
-1.1317204,2.9942086,0.35526156,0.16417688
-1.1083369,2.9922304,0.26256004,0.1132619
-1.0786091,2.9996364,0.26098448,0.11300379
-1.0971296,2.9916031,0.25968182,0.11206633
-1.1144139,2.9319766,0.3490472,0.16317011
-0.8469448,2.8818946,0.3050964,0.147373
-0.8066008,2.9994674,0.30691057,0.14602555
-0.8259717,2.9999466,0.23207895,0.10404293
-0.7422135,2.9993887,0.22723956,0.10345935
-0.63556814,2.9183116,0.22245401,0.105279535
-0.7249998,2.9975638,0.22601563,0.103253275
-0.5108167,2.9938126,0.21658221,0.103228755
-0.5344837,2.894241,0.21703601,0.10525011
-0.474821,2.9396486,0.28751558,0.14665282
-0.44821578,2.998959,0.21339433,0.102810554
-0.33085185,2.9920466,0.47367465,0.28168404
-0.57063764,2.999998,0.28390527,0.13969436
-0.5585151,2.9488847,0.21860638,0.10426991
-0.48582703,2.9975781,0.28780255,0.14468242
-0.57331145,2.9999995,0.28631255,0.14103876
-0.40396738,2.9999113,0.21340592,0.1038197
-0.5659145,2.9996808,0.31321207,0.15755367
-0.6631842,2.9987383,0.23057601,0.1071162
-0.36442766,2.9973326,0.21065514,0.10326878
-0.6566569,2.9906483,0.22312032,0.10345602
-0.67606986,2.985561,0.22407287,0.103632934
-0.63972837,2.9347348,0.23168339,0.10983321
