method,seed,subset,metric,value,n
QMF-PD,108,unaffected,nll,1.7056285825670678,2599
QMF-PD,108,unaffected,brier,0.6061262509436143,2599
QMF-PD,108,unaffected,ece15,0.21323754897297414,2599
QMF-PD,109,all,accuracy,0.5483501374885427,4364
QMF-PD,109,all,macro_f1,0.5342370231141795,4364
QMF-PD,109,all,macro_auroc,0.8227842530024261,4364
QMF-PD,109,all,macro_auprc,0.5651465004422919,4364
QMF-PD,109,all,nll,2.259747243411263,4364
QMF-PD,109,all,brier,0.7004093081039818,4364
QMF-PD,109,all,ece15,0.267095478321575,4364
QMF-PD,109,affected,accuracy,0.46912181303116146,1765
QMF-PD,109,affected,macro_f1,0.4559770517501372,1765
QMF-PD,109,affected,macro_auroc,0.7702863430949739,1765
QMF-PD,109,affected,macro_auprc,0.4703060333283819,1765
QMF-PD,109,affected,nll,3.16434001404163,1765
QMF-PD,109,affected,brier,0.848771292480916,1765
QMF-PD,109,affected,ece15,0.3506127452546409,1765
QMF-PD,109,unaffected,accuracy,0.6021546748749519,2599
QMF-PD,109,unaffected,macro_f1,0.587160409455851,2599
QMF-PD,109,unaffected,macro_auroc,0.862284237835,2599
QMF-PD,109,unaffected,macro_auprc,0.6567706779927062,2599
QMF-PD,109,unaffected,nll,1.6454316450416613,2599
QMF-PD,109,unaffected,brier,0.5996555942042939,2599
QMF-PD,109,unaffected,ece15,0.2106180505174176,2599
QMF-PD,110,all,accuracy,0.5336846929422548,4364
QMF-PD,110,all,macro_f1,0.5223573874119197,4364
QMF-PD,110,all,macro_auroc,0.8081106173836878,4364
QMF-PD,110,all,macro_auprc,0.5612951533738206,4364
QMF-PD,110,all,nll,2.2376690475987506,4364
QMF-PD,110,all,brier,0.7166246077002459,4364
QMF-PD,110,all,ece15,0.2678131276825281,4364
QMF-PD,110,affected,accuracy,0.4702549575070821,1765
QMF-PD,110,affected,macro_f1,0.46185546771228064,1765
QMF-PD,110,affected,macro_auroc,0.7617083474331022,1765
QMF-PD,110,affected,macro_auprc,0.47688921519957517,1765
QMF-PD,110,affected,nll,2.992699771299081,1765
QMF-PD,110,affected,brier,0.8464195397800583,1765
QMF-PD,110,affected,ece15,0.34186677659199527,1765
QMF-PD,110,unaffected,accuracy,0.5767602924201616,2599
QMF-PD,110,unaffected,macro_f1,0.5605588483320614,2599
QMF-PD,110,unaffected,macro_auroc,0.8446298839536616,2599
QMF-PD,110,unaffected,macro_auprc,0.6412348074088055,2599
QMF-PD,110,unaffected,nll,1.7249221344278842,2599
QMF-PD,110,unaffected,brier,0.6284799154644362,2599
QMF-PD,110,unaffected,ece15,0.21757406936030332,2599
