seed,rank_weight,regime,metric,value
107,0.0,complete_drift,aurc,0.1820246738893122
107,0.0,missing_drift,macro_auroc,0.8601286845563448
107,0.0,missing_drift,nll,1.4947209334146467
107,0.0,missing_drift,aurc,0.2198462278743213
107,0.0,reported_fault,macro_auroc,0.8478255144766451
107,0.0,reported_fault,nll,1.612454330184398
107,0.0,reported_fault,aurc,0.24327263782110564
107,0.0,silent_fault,macro_auroc,0.8180303037231823
107,0.0,silent_fault,nll,2.0075016944045703
107,0.0,silent_fault,aurc,0.2900863208082262
107,0.15,complete_drift,macro_auroc,0.8844731971119386
107,0.15,complete_drift,nll,1.2576584020836914
107,0.15,complete_drift,aurc,0.15821364969587037
107,0.15,missing_drift,macro_auroc,0.8664099898675895
107,0.15,missing_drift,nll,1.4124601645237822
107,0.15,missing_drift,aurc,0.198727035040204
107,0.15,reported_fault,macro_auroc,0.8596961605585984
107,0.15,reported_fault,nll,1.4917655029265877
107,0.15,reported_fault,aurc,0.21276338576136872
107,0.15,silent_fault,macro_auroc,0.838683428984743
107,0.15,silent_fault,nll,1.7366023299384252
107,0.15,silent_fault,aurc,0.24574569265240725
107,0.03,complete_drift,macro_auroc,0.8812238241144158
107,0.03,complete_drift,nll,1.3446386142163689
107,0.03,complete_drift,aurc,0.17831991544613018
107,0.03,missing_drift,macro_auroc,0.8631393248645421
107,0.03,missing_drift,nll,1.4782789505246152
107,0.03,missing_drift,aurc,0.21366214055113295
107,0.03,reported_fault,macro_auroc,0.8532973126950497
107,0.03,reported_fault,nll,1.5819573562421978
107,0.03,reported_fault,aurc,0.23239154449837504
107,0.03,silent_fault,macro_auroc,0.8271143513100516
107,0.03,silent_fault,nll,1.8967230342699193
107,0.03,silent_fault,aurc,0.2714454258283204
107,0.07,complete_drift,macro_auroc,0.8806597690302888
107,0.07,complete_drift,nll,1.297336088413388
107,0.07,complete_drift,aurc,0.17000151951758155
107,0.07,missing_drift,macro_auroc,0.8578520599231965
